Meﬂstellenbeschreibung:GWM3224
Logger Seriennummer   :080041820169
Logging Methode: Augenblickswerte
Messintervall: 01 min Speicherintervall: 00:01:00 Messungen: 1
Datum	Zeit	  1.Temp.PT1000   [∞C]	  2.Druck       [mBar]	
05.06.25	05:56:00	   12,4469	   1335,36	
05.06.25	05:57:00	   12,4506	   1335,36	
05.06.25	05:58:00	    12,456	   1335,24	
05.06.25	05:59:00	   12,4597	   1335,36	
05.06.25	06:00:00	   12,4597	   1335,36	
05.06.25	06:01:00	   12,4597	   1335,24	
05.06.25	06:02:00	    12,467	   1335,24	
05.06.25	06:03:00	    12,478	   1335,24	
05.06.25	06:04:00	   12,4872	   1335,16	
05.06.25	06:05:00	   12,4817	   1335,16	
05.06.25	06:06:00	   12,4853	   1335,16	
05.06.25	06:07:00	   12,4872	   1335,16	
05.06.25	06:08:00	   12,4927	   1335,16	
05.06.25	06:09:00	   12,4927	   1335,24	
05.06.25	06:10:00	   12,4927	   1335,24	
05.06.25	06:11:00	   12,4963	   1335,16	
05.06.25	06:12:00	   12,4927	   1335,24	
05.06.25	06:13:00	   12,4908	   1335,24	
05.06.25	06:14:00	   12,4927	   1335,24	
05.06.25	06:15:00	   12,4872	   1335,24	
05.06.25	06:16:00	   12,4872	   1335,24	
05.06.25	06:17:00	   12,4872	   1335,24	
05.06.25	06:18:00	   12,4853	   1335,24	
05.06.25	06:19:00	    12,478	   1335,36	
05.06.25	06:20:00	    12,478	   1335,36	
05.06.25	06:21:00	    12,478	   1335,43	
05.06.25	06:22:00	   12,4853	   1335,43	
05.06.25	06:23:00	   12,4927	   1335,43	
05.06.25	06:24:00	   12,4963	   1335,43	
05.06.25	06:25:00	   12,4908	   1335,43	
05.06.25	06:26:00	   12,4872	   1335,55	
05.06.25	06:27:00	   12,4853	   1335,43	
05.06.25	06:28:00	   12,4817	   1335,55	
05.06.25	06:29:00	   12,4817	   1335,55	
05.06.25	06:30:00	    12,478	   1335,55	
05.06.25	06:31:00	   12,4853	   1335,55	
05.06.25	06:32:00	   12,4872	   1335,55	
05.06.25	06:33:00	   12,4927	   1335,66	
05.06.25	06:34:00	   12,4982	   1335,55	
05.06.25	06:35:00	   12,5018	   1335,55	
05.06.25	06:36:00	   12,5018	   1335,55	
05.06.25	06:37:00	   12,4982	   1335,55	
05.06.25	06:38:00	   12,4982	   1335,66	
05.06.25	06:39:00	   12,4982	   1335,66	
05.06.25	06:40:00	   12,4963	   1335,66	
05.06.25	06:41:00	   12,4908	   1335,74	
05.06.25	06:42:00	   12,4853	   1335,74	
05.06.25	06:43:00	   12,4853	   1335,74	
05.06.25	06:44:00	   12,4817	   1335,85	
05.06.25	06:45:00	   12,4872	   1335,85	
05.06.25	06:46:00	   12,4927	   1335,85	
05.06.25	06:47:00	   12,4963	   1335,85	
05.06.25	06:48:00	   12,4982	   1335,74	
05.06.25	06:49:00	   12,4982	   1335,85	
05.06.25	06:50:00	   12,5037	   1335,85	
05.06.25	06:51:00	   12,5018	   1335,74	
05.06.25	06:52:00	   12,5018	   1335,74	
05.06.25	06:53:00	   12,5037	   1335,85	
05.06.25	06:54:00	   12,5073	   1335,74	
05.06.25	06:55:00	   12,5073	   1335,74	
05.06.25	06:56:00	   12,4963	   1335,85	
05.06.25	06:57:00	   12,4963	   1335,85	
05.06.25	06:58:00	   12,4908	   1335,85	
05.06.25	06:59:00	   12,4908	   1335,85	
05.06.25	07:00:00	   12,4872	   1335,85	
05.06.25	07:01:00	   12,4927	   1335,85	
05.06.25	07:02:00	   12,4982	   1335,85	
05.06.25	07:03:00	   12,5018	   1335,93	
05.06.25	07:04:00	   12,4908	   1335,93	
05.06.25	07:05:00	   12,4853	   1336,04	
05.06.25	07:06:00	   12,4853	   1335,93	
05.06.25	07:07:00	   12,4853	   1335,93	
05.06.25	07:08:00	   12,4853	   1336,04	
05.06.25	07:09:00	   12,4908	   1335,93	
05.06.25	07:10:00	   12,4927	   1335,85	
05.06.25	07:11:00	   12,4963	   1335,93	
05.06.25	07:12:00	   12,4963	   1335,93	
05.06.25	07:13:00	   12,4982	   1335,85	
05.06.25	07:14:00	   12,4963	   1335,85	
05.06.25	07:15:00	   12,4927	   1335,93	
05.06.25	07:16:00	   12,4963	   1335,93	
05.06.25	07:17:00	   12,5018	   1335,93	
05.06.25	07:18:00	   12,4963	   1335,93	
05.06.25	07:19:00	   12,4908	   1335,93	
05.06.25	07:20:00	   12,4853	   1335,85	
05.06.25	07:21:00	   12,4817	   1335,93	
05.06.25	07:22:00	   12,4817	   1335,93	
05.06.25	07:23:00	   12,4817	   1335,93	
05.06.25	07:24:00	    12,478	   1335,93	
05.06.25	07:25:00	   12,4725	   1335,93	
05.06.25	07:26:00	   12,4725	   1335,93	
05.06.25	07:27:00	   12,4762	   1335,93	
05.06.25	07:28:00	   12,4762	   1336,04	
05.06.25	07:29:00	    12,478	   1336,04	
05.06.25	07:30:00	   12,4853	   1335,93	
05.06.25	07:31:00	   12,4908	   1335,93	
05.06.25	07:32:00	   12,4908	   1335,93	
05.06.25	07:33:00	   12,4927	   1335,93	
05.06.25	07:34:00	   12,4963	   1335,93	
05.06.25	07:35:00	   12,4963	   1335,93	
05.06.25	07:36:00	   12,4963	   1335,85	
05.06.25	07:37:00	   12,4908	   1335,85	
05.06.25	07:38:00	   12,4927	   1335,93	
05.06.25	07:39:00	   12,4872	   1335,93	
05.06.25	07:40:00	   12,4725	   1336,04	
05.06.25	07:41:00	    12,467	   1336,04	
05.06.25	07:42:00	   12,4652	   1336,16	
05.06.25	07:43:00	   12,4652	   1336,16	
05.06.25	07:44:00	   12,4707	   1336,23	
05.06.25	07:45:00	    12,478	   1336,16	
05.06.25	07:46:00	   12,4853	   1336,16	
05.06.25	07:47:00	   12,4853	   1336,04	
05.06.25	07:48:00	   12,4853	   1336,16	
05.06.25	07:49:00	   12,4872	   1336,16	
05.06.25	07:50:00	   12,4872	   1336,16	
05.06.25	07:51:00	   12,4872	   1336,23	
05.06.25	07:52:00	   12,4908	   1336,23	
05.06.25	07:53:00	   12,4872	   1336,23	
05.06.25	07:54:00	   12,4853	   1336,23	
05.06.25	07:55:00	   12,4853	   1336,23	
05.06.25	07:56:00	   12,4817	   1336,23	
05.06.25	07:57:00	   12,4817	   1336,23	
05.06.25	07:58:00	    12,478	   1336,35	
05.06.25	07:59:00	    12,478	   1336,35	
05.06.25	08:00:00	   12,4762	   1336,23	
05.06.25	08:01:00	   12,4762	   1336,23	
05.06.25	08:02:00	   12,4762	   1336,35	
05.06.25	08:03:00	   12,4817	   1336,23	
05.06.25	08:04:00	    12,478	   1336,23	
05.06.25	08:05:00	   12,4853	   1336,23	
05.06.25	08:06:00	   12,4908	   1336,23	
05.06.25	08:07:00	   12,4872	   1336,23	
05.06.25	08:08:00	   12,4853	   1336,23	
05.06.25	08:09:00	   12,4817	   1336,23	
05.06.25	08:10:00	    12,478	   1336,23	
05.06.25	08:11:00	   12,4872	   1336,23	
05.06.25	08:12:00	   12,4927	   1336,16	
05.06.25	08:13:00	   12,4963	   1336,23	
05.06.25	08:14:00	   12,4982	   1336,23	
05.06.25	08:15:00	   12,4982	   1336,16	
05.06.25	08:16:00	   12,4908	   1336,23	
05.06.25	08:17:00	   12,4872	   1336,23	
05.06.25	08:18:00	   12,4872	   1336,23	
05.06.25	08:19:00	   12,4853	   1336,23	
05.06.25	08:20:00	    12,478	   1336,23	
05.06.25	08:21:00	    12,478	   1336,23	
05.06.25	08:22:00	   12,4853	   1336,23	
05.06.25	08:23:00	   12,4963	   1336,23	
05.06.25	08:24:00	   12,5037	   1336,23	
05.06.25	08:25:00	   12,5073	   1336,23	
05.06.25	08:26:00	   12,4982	   1336,23	
05.06.25	08:27:00	   12,4908	   1336,35	
05.06.25	08:28:00	   12,4853	   1336,35	
05.06.25	08:29:00	   12,4817	   1336,35	
05.06.25	08:30:00	    12,478	   1336,35	
05.06.25	08:31:00	    12,478	   1336,42	
05.06.25	08:32:00	   12,4872	   1336,42	
05.06.25	08:33:00	   12,4927	   1336,42	
05.06.25	08:34:00	   12,4908	   1336,42	
05.06.25	08:35:00	   12,4853	   1336,42	
05.06.25	08:36:00	   12,4853	   1336,35	
05.06.25	08:37:00	   12,4853	   1336,35	
05.06.25	08:38:00	   12,4853	   1336,42	
05.06.25	08:39:00	   12,4817	   1336,42	
05.06.25	08:40:00	   12,4817	   1336,35	
05.06.25	08:41:00	   12,4817	   1336,35	
05.06.25	08:42:00	   12,4872	   1336,23	
05.06.25	08:43:00	   12,4927	   1336,23	
05.06.25	08:44:00	   12,4908	   1336,23	
05.06.25	08:45:00	   12,4872	   1336,23	
05.06.25	08:46:00	   12,4872	   1336,23	
05.06.25	08:47:00	   12,4908	   1336,23	
05.06.25	08:48:00	   12,4853	   1336,23	
05.06.25	08:49:00	   12,4853	   1336,23	
05.06.25	08:50:00	   12,4817	   1336,35	
05.06.25	08:51:00	    12,478	   1336,35	
05.06.25	08:52:00	    12,478	   1336,35	
05.06.25	08:53:00	   12,4817	   1336,23	
05.06.25	08:54:00	   12,4872	   1336,16	
05.06.25	08:55:00	   12,4963	   1336,23	
05.06.25	08:56:00	   12,4963	   1336,23	
05.06.25	08:57:00	   12,4963	   1336,16	
05.06.25	08:58:00	   12,5018	   1336,16	
05.06.25	08:59:00	   12,5073	   1336,16	
05.06.25	09:00:00	   12,5018	   1336,23	
05.06.25	09:01:00	   12,4963	   1336,16	
05.06.25	09:02:00	    12,478	   1336,16	
05.06.25	09:03:00	   12,4762	   1336,23	
05.06.25	09:04:00	    12,478	   1336,23	
05.06.25	09:05:00	   12,4853	   1336,16	
05.06.25	09:06:00	   12,4908	   1336,16	
05.06.25	09:07:00	   12,4927	   1336,23	
05.06.25	09:08:00	   12,4927	   1336,23	
05.06.25	09:09:00	   12,4927	   1336,23	
05.06.25	09:10:00	   12,4908	   1336,35	
05.06.25	09:11:00	   12,4853	   1336,35	
05.06.25	09:12:00	   12,4817	   1336,35	
05.06.25	09:13:00	   12,4853	   1336,35	
05.06.25	09:14:00	   12,4927	   1336,35	
05.06.25	09:15:00	   12,4982	   1336,23	
05.06.25	09:16:00	   12,4963	   1336,35	
05.06.25	09:17:00	   12,4927	   1336,35	
05.06.25	09:18:00	   12,4908	   1336,23	
05.06.25	09:19:00	   12,4872	   1336,23	
05.06.25	09:20:00	   12,4927	   1336,23	
05.06.25	09:21:00	   12,4908	   1336,35	
05.06.25	09:22:00	    12,478	   1336,35	
05.06.25	09:23:00	    12,467	   1336,35	
05.06.25	09:24:00	   12,4707	   1336,42	
05.06.25	09:25:00	   12,4725	   1336,42	
05.06.25	09:26:00	    12,467	   1336,35	
05.06.25	09:27:00	   12,4652	   1336,42	
05.06.25	09:28:00	   12,4707	   1336,35	
05.06.25	09:29:00	   12,4707	   1336,23	
05.06.25	09:30:00	   12,4725	   1336,35	
05.06.25	09:31:00	   12,4707	   1336,35	
05.06.25	09:32:00	   12,4707	   1336,35	
05.06.25	09:33:00	   12,4725	   1336,42	
05.06.25	09:34:00	   12,4872	   1336,35	
05.06.25	09:35:00	   12,4982	   1336,23	
05.06.25	09:36:00	   12,5018	   1336,23	
05.06.25	09:37:00	   12,4963	   1336,23	
05.06.25	09:38:00	   12,4872	   1336,35	
05.06.25	09:39:00	   12,4853	   1336,23	
05.06.25	09:40:00	   12,4817	   1336,35	
05.06.25	09:41:00	   12,4762	   1336,35	
05.06.25	09:42:00	    12,478	   1336,35	
05.06.25	09:43:00	   12,4817	   1336,23	
05.06.25	09:44:00	   12,4908	   1336,23	
05.06.25	09:45:00	   12,4927	   1336,23	
05.06.25	09:46:00	   12,4908	   1336,23	
05.06.25	09:47:00	   12,4963	   1336,23	
05.06.25	09:48:00	   12,5018	   1336,16	
05.06.25	09:49:00	   12,4982	   1336,16	
05.06.25	09:50:00	   12,4927	   1336,23	
05.06.25	09:51:00	   12,4963	   1336,16	
05.06.25	09:52:00	   12,5018	   1336,16	
05.06.25	09:53:00	   12,4982	   1336,16	
05.06.25	09:54:00	   12,4963	   1336,23	
05.06.25	09:55:00	   12,4963	   1336,23	
05.06.25	09:56:00	   12,4963	   1336,23	
05.06.25	09:57:00	   12,4908	   1336,23	
05.06.25	09:58:00	   12,4927	   1336,23	
05.06.25	09:59:00	   12,4927	   1336,16	
05.06.25	10:00:00	   12,4963	   1336,16	
05.06.25	10:01:00	   12,4982	   1336,23	
05.06.25	10:02:00	   12,4982	   1336,23	
05.06.25	10:03:00	   12,4982	   1336,23	
05.06.25	10:04:00	   12,4982	   1336,23	
05.06.25	10:05:00	   12,4982	   1336,23	
05.06.25	10:06:00	   12,5018	   1336,23	
05.06.25	10:07:00	   12,5073	   1336,23	
05.06.25	10:08:00	   12,5092	   1336,23	
05.06.25	10:09:00	   12,5092	   1336,23	
05.06.25	10:10:00	   12,5018	   1336,23	
05.06.25	10:11:00	   12,4963	   1336,35	
05.06.25	10:12:00	   12,4908	   1336,35	
05.06.25	10:13:00	   12,4963	   1336,35	
05.06.25	10:14:00	   12,4982	   1336,35	
05.06.25	10:15:00	   12,5092	   1336,35	
05.06.25	10:16:00	   12,5073	   1336,23	
05.06.25	10:17:00	   12,5073	   1336,23	
05.06.25	10:18:00	   12,5037	   1336,23	
05.06.25	10:19:00	   12,4982	   1336,35	
05.06.25	10:20:00	   12,5037	   1336,23	
05.06.25	10:21:00	   12,5037	   1336,35	
05.06.25	10:22:00	   12,5037	   1336,23	
05.06.25	10:23:00	   12,4982	   1336,16	
05.06.25	10:24:00	   12,4963	   1336,23	
05.06.25	10:25:00	   12,4963	   1336,23	
05.06.25	10:26:00	   12,5037	   1336,16	
05.06.25	10:27:00	   12,5037	   1336,16	
05.06.25	10:28:00	   12,4982	   1336,16	
05.06.25	10:29:00	   12,5018	   1336,16	
05.06.25	10:30:00	   12,4982	   1336,16	
05.06.25	10:31:00	   12,4963	   1336,16	
05.06.25	10:32:00	   12,4853	   1336,23	
05.06.25	10:33:00	   12,4817	   1336,16	
05.06.25	10:34:00	   12,4963	   1336,23	
05.06.25	10:35:00	   12,5018	   1336,16	
05.06.25	10:36:00	   12,4982	   1336,16	
05.06.25	10:37:00	   12,4927	   1336,16	
05.06.25	10:38:00	   12,4908	   1336,16	
05.06.25	10:39:00	   12,4853	   1336,23	
05.06.25	10:40:00	   12,4853	   1336,23	
05.06.25	10:41:00	   12,4927	   1336,16	
05.06.25	10:42:00	   12,5018	   1336,16	
05.06.25	10:43:00	   12,5073	   1336,16	
05.06.25	10:44:00	   12,5092	   1336,16	
05.06.25	10:45:00	   12,5073	   1336,16	
05.06.25	10:46:00	   12,4963	   1336,23	
05.06.25	10:47:00	   12,5037	   1336,16	
05.06.25	10:48:00	   12,4982	   1336,23	
05.06.25	10:49:00	   12,4982	   1336,23	
05.06.25	10:50:00	   12,5018	   1336,16	
05.06.25	10:51:00	   12,4982	   1336,23	
05.06.25	10:52:00	   12,4963	   1336,23	
05.06.25	10:53:00	   12,4963	   1336,23	
05.06.25	10:54:00	   12,4927	   1336,16	
05.06.25	10:55:00	   12,4908	   1336,23	
05.06.25	10:56:00	   12,4963	   1336,23	
05.06.25	10:57:00	   12,4963	   1336,35	
05.06.25	10:58:00	   12,4927	   1336,35	
05.06.25	10:59:00	   12,4927	   1336,23	
05.06.25	11:00:00	   12,4908	   1336,23	
05.06.25	11:01:00	   12,4817	   1336,35	
05.06.25	11:02:00	   12,4817	   1336,35	
05.06.25	11:03:00	   12,4817	   1336,35	
05.06.25	11:04:00	   12,4872	   1336,23	
05.06.25	11:05:00	   12,4927	   1336,23	
05.06.25	11:06:00	   12,4963	   1336,23	
05.06.25	11:07:00	   12,4982	   1336,23	
05.06.25	11:08:00	   12,4982	   1336,23	
05.06.25	11:09:00	   12,4963	   1336,23	
05.06.25	11:10:00	   12,4982	   1336,23	
05.06.25	11:11:00	   12,5037	   1336,23	
05.06.25	11:12:00	   12,5073	   1336,23	
05.06.25	11:13:00	   12,4927	   1336,16	
05.06.25	11:14:00	   12,4908	   1336,23	
05.06.25	11:15:00	   12,4982	   1336,23	
05.06.25	11:16:00	   12,5018	   1336,23	
05.06.25	11:17:00	   12,4908	   1336,23	
05.06.25	11:18:00	   12,4817	   1336,35	
05.06.25	11:19:00	   12,4762	   1336,35	
05.06.25	11:20:00	   12,4762	   1336,35	
05.06.25	11:21:00	   12,4762	   1336,35	
05.06.25	11:22:00	    12,478	   1336,35	
05.06.25	11:23:00	    12,478	   1336,42	
05.06.25	11:24:00	   12,4817	   1336,42	
05.06.25	11:25:00	   12,4817	   1336,42	
05.06.25	11:26:00	   12,4872	   1336,42	
05.06.25	11:27:00	   12,4817	   1336,42	
05.06.25	11:28:00	   12,4817	   1336,42	
05.06.25	11:29:00	   12,4908	   1336,42	
05.06.25	11:30:00	   12,4963	   1336,42	
05.06.25	11:31:00	   12,4982	   1336,42	
05.06.25	11:32:00	   12,5018	   1336,35	
05.06.25	11:33:00	   12,4982	   1336,84	
05.06.25	11:34:00	    12,456	   1018,12	
05.06.25	11:35:00	   13,0549	   1017,32	
05.06.25	11:36:00	    13,793	   1015,15	
05.06.25	11:37:00	   14,5916	   1013,97	
05.06.25	11:38:00	   15,4524	      1010	
05.06.25	11:39:00	   16,1484	   1007,14	
05.06.25	11:40:00	   16,3535	   1006,56	
05.06.25	11:41:00	   17,2582	   1004,58	
05.06.25	11:42:00	   17,6832	   1003,28	
05.06.25	11:43:00	   18,0238	   1002,48	
05.06.25	11:44:00	   18,3462	   1001,79	
05.06.25	11:45:00	    18,652	    1001,3	
05.06.25	11:46:00	   18,9506	   1000,69	
05.06.25	11:47:00	   19,2216	   1000,23	
05.06.25	11:48:00	   19,4615	   999,618	
05.06.25	11:49:00	   19,7088	   999,122	
05.06.25	11:50:00	   19,9579	   998,626	
05.06.25	11:51:00	   20,2051	   998,245	
05.06.25	11:52:00	   20,4542	   997,825	
05.06.25	11:53:00	   20,6868	   997,634	
05.06.25	11:54:00	   20,9048	   997,253	
05.06.25	11:55:00	   21,1099	   996,948	
05.06.25	11:56:00	    21,304	   996,642	
05.06.25	11:57:00	   21,5037	   996,337	
05.06.25	11:58:00	   21,6978	   995,955	
05.06.25	11:59:00	   21,8919	   995,765	
05.06.25	12:00:00	   22,0788	   995,574	
05.06.25	12:01:00	   22,2564	   995,345	
05.06.25	12:02:00	   22,4267	   995,078	
05.06.25	12:03:00	   22,5806	   994,849	
05.06.25	12:04:00	   22,7216	   994,773	
05.06.25	12:05:00	   22,8516	   994,582	
05.06.25	12:06:00	    22,978	   994,467	
05.06.25	12:07:00	   23,0934	   994,277	
05.06.25	12:08:00	   23,2179	   994,162	
05.06.25	12:09:00	   23,3443	   994,086	
05.06.25	12:10:00	   23,4634	   993,971	
05.06.25	12:11:00	   23,5696	   993,857	
05.06.25	12:12:00	   23,6703	   993,781	
05.06.25	12:13:00	   23,7784	    993,59	
05.06.25	12:14:00	   23,8736	    993,59	
05.06.25	12:15:00	   23,9542	   993,475	
05.06.25	12:16:00	   24,0201	   993,475	
05.06.25	12:17:00	   24,0934	   993,475	
05.06.25	12:18:00	   24,1593	   993,475	
05.06.25	12:19:00	   24,2143	   993,285	
05.06.25	12:20:00	   24,2784	   993,361	
05.06.25	12:21:00	   24,3333	   993,285	
05.06.25	12:22:00	     24,37	   993,285	
05.06.25	12:23:00	   24,4139	   993,285	
05.06.25	12:24:00	   24,4542	    993,17	
05.06.25	12:25:00	   24,4835	    993,17	
05.06.25	12:26:00	   24,5183	    993,17	
05.06.25	12:27:00	   24,5403	    993,17	
05.06.25	12:28:00	   24,5641	   993,094	
05.06.25	12:29:00	   24,5842	   993,285	
05.06.25	12:30:00	    24,619	   993,094	
05.06.25	12:31:00	    24,663	    993,17	
05.06.25	12:32:00	   24,7125	   993,094	
05.06.25	12:33:00	   24,7582	   993,094	
05.06.25	12:34:00	   24,7949	   993,094	
05.06.25	12:35:00	   24,8425	   992,979	
05.06.25	12:36:00	   24,8681	   993,094	
05.06.25	12:37:00	   24,8938	   993,094	
05.06.25	12:38:00	   24,9139	   992,979	
05.06.25	12:39:00	   24,9139	   992,979	
05.06.25	12:40:00	   24,9194	   992,979	
05.06.25	12:41:00	   24,9377	   993,094	
05.06.25	12:42:00	   24,9689	   993,094	
05.06.25	12:43:00	    25,022	    993,17	
05.06.25	12:44:00	   25,0568	   993,094	
05.06.25	12:45:00	   25,0916	   992,979	
05.06.25	12:46:00	   25,1282	   992,903	
05.06.25	12:47:00	   25,1685	   992,979	
05.06.25	12:48:00	   25,2179	   992,979	
05.06.25	12:49:00	   25,2674	   992,979	
05.06.25	12:50:00	   25,3059	   992,979	
05.06.25	12:51:00	   25,3114	   992,903	
05.06.25	12:52:00	   25,3223	   992,903	
05.06.25	12:53:00	   25,3516	   992,788	
05.06.25	12:54:00	     25,37	   992,903	
05.06.25	12:55:00	    25,381	   992,903	
05.06.25	12:56:00	   25,4103	   992,903	
05.06.25	12:57:00	   25,4451	   992,788	
05.06.25	12:58:00	   25,4817	   992,788	
05.06.25	12:59:00	   25,5018	   992,674	
05.06.25	13:00:00	   25,5165	   992,788
